Id,"Label=p90,Stat=p90,Period=OneHour,MetricType=Timer,GroupUnit=request,ValueUnit=microsecond,AggregationFunction=weightedAverage,AggregationPeriod=P1D"
Label,"p90"
Result,MetricData
Min,31958.544376170372
2014/08/25 03:39 PDT,49767.02791225632
2014/08/26 03:39 PDT,45268.90388406087
2014/08/27 03:39 PDT,48919.26149400798
2014/08/28 03:39 PDT,48302.035067468285
2014/08/29 03:39 PDT,48789.209331749225
2014/08/30 03:39 PDT,48581.02794226581
2014/08/31 03:39 PDT,49597.451099634774
2014/09/01 03:39 PDT,58190.360961694285
2014/09/02 03:39 PDT,57265.55291691292
2014/09/03 03:39 PDT,52180.162176970734
2014/09/04 03:39 PDT,49688.79787739668
2014/09/05 03:39 PDT,48613.862903255664
2014/09/06 03:39 PDT,47786.74636443127
2014/09/07 03:39 PDT,48591.537714725535
2014/09/08 03:39 PDT,49667.76959385714
2014/09/09 03:39 PDT,50423.871453373955
2014/09/10 03:39 PDT,50102.98138431955
2014/09/11 03:39 PDT,52983.47991526204
2014/09/12 03:39 PDT,62788.65190091357
2014/09/13 03:39 PDT,54170.587776125474
2014/09/14 03:39 PDT,52278.86538745978
2014/09/15 03:39 PDT,52276.91856423624
2014/09/16 03:39 PDT,50445.49762715747
2014/09/17 03:39 PDT,50353.26503547566
2014/09/18 03:39 PDT,51168.096307439846
2014/09/19 03:39 PDT,55241.32349445769
2014/09/20 03:39 PDT,51030.02949813294
2014/09/21 03:39 PDT,49764.88325078338
2014/09/22 03:39 PDT,53531.031478015764
2014/09/23 03:39 PDT,50915.55164525529
2014/09/24 03:39 PDT,49090.29221246583
2014/09/25 03:39 PDT,51885.12369707084
2014/09/26 03:39 PDT,53263.486768417955
2014/09/27 03:39 PDT,50697.29085592074
2014/09/28 03:39 PDT,50949.079967220896
2014/09/29 03:39 PDT,51737.53511835695
2014/09/30 03:39 PDT,52484.72840466932
2014/10/01 03:39 PDT,61631.076443267375
2014/10/02 03:39 PDT,48852.91363678277
2014/10/03 03:39 PDT,49471.91018239958
2014/10/04 03:39 PDT,49905.52991462546
2014/10/05 03:39 PDT,49855.76080295009
2014/10/06 03:39 PDT,53599.05494840046
2014/10/07 03:39 PDT,50997.954898732554
2014/10/08 03:39 PDT,51014.00288590315
2014/10/09 03:39 PDT,50362.4393814033
2014/10/10 03:39 PDT,49471.36625028907
2014/10/11 03:39 PDT,48269.05226838099
2014/10/12 03:39 PDT,48818.6404488424
2014/10/13 03:39 PDT,49386.715799032034
2014/10/14 03:39 PDT,49206.46619282277
2014/10/15 03:39 PDT,48758.380360017305
2014/10/16 03:39 PDT,50136.17891807196
2014/10/17 03:39 PDT,48736.516806467946
2014/10/18 03:39 PDT,47718.68523155868
2014/10/19 03:39 PDT,48550.53444974139
2014/10/20 03:39 PDT,47863.25295164519
2014/10/21 03:39 PDT,49710.89488622878
2014/10/22 03:39 PDT,49099.92427052022
2014/10/23 03:39 PDT,47603.32189978428
2014/10/24 03:39 PDT,48166.48725133218
2014/10/25 03:39 PDT,47697.66287300514
2014/10/26 03:39 PDT,47174.51516234336
2014/10/27 03:39 PDT,48789.15742867276
2014/10/28 03:39 PDT,
